age,salary,experience,education_level,target
41,113899,2,2,0
31,51368,0,0,0
49,52228,35,2,1
63,136296,27,0,1
60,69711,38,2,1
33,66097,4,0,0
21,75773,12,1,0
54,48639,10,1,0
38,34823,21,2,0
31,43510,22,2,0
48,149802,11,0,1
35,58333,20,0,0
24,24435,18,2,0
27,58418,4,2,0
24,77955,23,1,0
50,79507,29,2,1
40,71033,7,1,0
38,106089,1,2,0
36,138551,33,1,1
36,92972,22,1,1
53,122012,2,1,0
46,67219,23,0,0
35,54477,17,1,0
19,109780,36,2,1
18,62721,30,2,0
64,87228,13,2,1
22,35523,0,0,0
37,52326,13,1,0
28,132626,4,0,0
59,62205,30,1,1
19,20125,30,2,0
20,131248,29,1,1
40,86735,35,0,1
29,124396,0,0,0
37,36375,2,0,0
22,22711,19,0,0
54,52437,20,2,1
55,48022,29,0,1
47,29182,29,0,0
26,113177,4,0,0
51,115066,9,2,1
61,144401,23,1,1
52,108148,38,2,1
39,91531,5,2,0
61,60950,9,2,1
41,123806,9,1,0
34,32920,24,0,0
27,42144,13,2,0
47,140270,38,0,1
63,104418,12,0,1
40,22565,10,1,0
49,108909,38,1,1
34,73942,10,2,0
34,129093,15,1,1
31,90560,32,1,1
26,44691,31,1,0
57,53799,9,0,0
19,86777,14,1,0
62,54510,15,2,1
42,124013,26,1,1
56,107919,31,2,1
26,133043,5,2,0
39,97366,35,1,1
60,48975,7,0,0
63,73242,24,2,1
21,66546,6,2,0
43,112087,16,2,1
46,126464,29,1,1
62,43267,1,2,0
51,97911,16,1,1
40,107049,3,2,0
54,89939,25,0,1
28,141265,13,2,1
23,24897,7,1,0
35,20163,4,1,0
38,121614,4,2,0
59,72540,4,1,0
53,102915,26,0,1
58,133295,4,1,1
55,50030,2,2,0
51,75313,37,0,1
34,148070,29,1,1
54,49870,0,2,0
42,136565,7,1,0
55,144703,12,2,1
29,49482,19,1,0
40,51058,5,1,0
59,77255,7,0,0
39,112407,29,0,1
38,137952,39,1,1
44,84930,14,2,1
48,70500,9,2,0
23,149329,32,1,1
44,46379,8,1,0
57,87787,32,0,1
51,129396,8,1,1
29,43674,13,1,0
62,144473,31,2,1
24,142706,36,0,1
27,26590,5,0,0
62,51432,4,1,0
34,60426,3,0,0
43,69584,15,2,0
38,107663,9,1,0
45,58015,30,1,1
63,93251,30,2,1
19,89353,13,0,0
60,115029,12,0,1
18,102990,3,2,0
53,24600,25,2,1
43,44690,23,2,1
46,144319,8,2,1
38,128286,34,0,1
28,53762,14,0,0
57,139006,23,2,1
28,57499,30,2,1
53,107988,18,1,1
56,27670,1,1,0
57,106687,1,0,0
52,37341,35,1,1
51,115140,36,1,1
64,93823,33,1,1
41,104074,38,0,1
39,37015,18,1,0
22,130180,37,2,1
50,85126,22,0,1
53,144581,15,1,1
64,75197,5,0,0
37,69849,25,1,1
36,134719,21,0,1
52,35852,23,2,1
60,75361,39,1,1
34,131794,20,1,1
62,41258,29,0,1
60,123866,10,2,1
51,82355,8,1,0
26,61508,11,2,0
43,87784,25,1,1
19,144773,37,2,1
26,91728,2,1,0
26,47410,32,0,0
57,149974,14,0,1
34,29895,4,2,0
18,91942,23,1,0
42,53924,10,1,0
60,132622,32,2,1
57,148809,22,1,1
59,126839,9,0,1
42,90831,27,1,1
56,32264,38,0,1
52,48038,16,2,0
20,124458,25,1,1
54,136936,24,2,1
61,29136,35,0,1
61,33213,11,2,0
47,97608,2,2,0
55,128546,28,1,1
51,121589,23,2,1
29,47431,18,2,0
36,62290,12,1,0
54,87539,15,2,1
61,105535,39,0,1
34,116815,26,1,1
27,62747,5,0,0
64,95974,9,1,1
29,99763,37,2,1
33,89208,7,0,0
41,149132,17,0,1
36,92994,31,0,1
25,104075,16,2,0
48,89015,1,0,0
38,34887,19,0,0
34,145900,9,2,1
40,20051,8,2,0
54,87695,38,2,1
33,89926,24,0,0
23,105571,24,0,0
25,142044,23,0,1
42,48491,5,1,0
35,36080,29,0,0
42,54880,9,0,0
29,79965,38,1,1
32,131056,30,1,1
43,67361,17,0,0
58,107685,32,1,1
62,100875,18,0,1
43,114841,22,2,1
64,86890,4,2,1
49,91156,25,2,1
27,89290,28,2,1
33,36593,23,1,0
24,36167,5,0,0
34,140920,38,1,1
40,142534,3,2,0
43,108091,25,2,1
38,53005,14,0,0
39,126831,12,1,0
24,149086,39,2,1
31,85471,21,1,0
32,146718,12,0,0
24,126379,38,0,1
26,70728,16,1,0
25,28691,35,0,0
40,29756,38,1,1
46,143670,24,1,1
35,56308,33,1,1
48,84079,20,2,1
47,85524,24,2,1
56,80466,24,1,1
52,29327,21,0,0
35,48520,22,0,0
59,63308,24,2,1
56,125561,13,1,1
34,114436,13,2,0
31,36533,25,1,0
48,148754,39,0,1
41,117417,29,0,1
52,113318,25,2,1
61,64488,37,0,1
62,87160,21,1,1
51,60429,38,0,1
20,71726,38,0,0
54,106348,33,2,1
60,93065,24,1,1
57,40653,35,2,1
43,76921,12,2,0
40,113396,28,0,1
61,33654,8,1,0
56,22108,14,1,0
32,89483,30,2,1
21,27899,26,2,0
46,33372,30,0,0
39,57682,9,1,0
42,115909,36,1,1
30,124971,6,0,0
35,87799,31,2,1
50,111724,10,1,1
33,56583,27,0,0
62,49295,3,2,0
59,86113,30,0,1
61,100565,28,1,1
19,69574,32,2,1
52,121067,3,0,0
59,84934,25,0,1
51,50066,30,0,1
47,103149,30,1,1
30,133949,26,1,1
30,105096,24,1,1
35,28945,35,0,0
49,49418,30,1,1
49,102607,36,0,1
52,69874,22,0,1
56,132158,34,0,1
63,37130,3,2,0
46,106257,27,0,1
46,88248,12,1,0
61,102627,0,0,0
33,101393,11,1,0
61,61394,39,2,1
64,131372,25,2,1
27,69635,22,0,0
47,146398,21,1,1
42,133023,27,2,1
56,119837,16,2,1
37,102089,5,2,0
22,37404,13,1,0
18,92629,16,0,0
47,33156,37,0,1
20,75618,4,2,0
62,69999,12,0,0
31,33785,8,2,0
47,68359,25,1,1
21,110807,12,0,0
35,34694,18,1,0
54,56114,16,0,0
42,89549,15,1,0
18,77230,29,1,0
63,52799,31,0,1
32,110288,13,2,0
26,31156,14,2,0
32,30304,11,1,0
41,60645,36,1,1
21,58938,10,2,0
29,76982,4,0,0
54,97614,10,0,0
54,111614,33,1,1
60,22315,18,0,0
23,112756,25,1,1
56,117267,25,0,1
63,118369,16,1,1
41,32420,30,0,0
28,38312,18,1,0
30,41395,19,2,0
51,60301,22,2,1
42,140913,24,2,1
24,66972,27,2,0
21,83294,36,1,1
25,100853,11,0,0
37,140135,0,1,0
46,68225,1,1,0
62,102504,9,1,1
63,42854,33,0,1
27,141373,31,1,1
60,90780,24,2,1
51,50929,9,2,0
43,126458,0,1,0
58,77103,31,2,1
20,136436,36,2,1
23,83620,11,0,0
22,109590,17,1,0
22,104124,29,1,1
64,64590,12,2,1
40,120196,2,1,0
26,92554,20,1,0
52,30621,13,2,0
37,137781,39,2,1
59,20973,9,1,0
52,138712,1,0,0
35,129138,36,2,1
34,78786,10,1,0
41,124919,0,2,0
20,57097,25,1,0
49,141403,12,1,1
52,54245,27,0,1
55,85211,35,2,1
30,74841,20,0,0
64,45346,9,2,0
42,125633,11,0,0
26,91980,26,2,1
21,110417,2,0,0
31,69153,27,0,0
54,110382,1,2,0
51,147396,27,0,1
28,96942,30,0,1
58,125147,20,2,1
20,110975,6,2,0
45,25972,30,1,1
46,68063,13,2,0
26,85488,38,1,1
20,77055,38,0,1
42,123409,8,2,1
51,84366,22,1,1
29,30931,11,2,0
59,27702,28,1,1
26,104834,37,1,1
32,41540,38,2,1
57,77450,21,0,1
42,117576,3,0,0
22,85252,6,1,0
28,66904,39,1,1
51,72320,7,0,0
41,51000,34,2,1
32,115341,8,2,0
55,147524,12,0,1
25,22599,38,0,0
22,107636,19,0,0
43,116045,20,1,1
35,120539,18,0,0
23,104719,1,0,0
54,76165,39,0,1
30,78855,29,0,0
45,123777,22,2,1
22,20018,39,2,0
30,20858,12,0,0
34,45992,32,1,1
57,52580,31,1,1
62,90916,27,2,1
49,55800,23,1,1
46,139193,27,1,1
20,78770,29,2,0
57,74941,28,0,1
51,104451,33,0,1
57,125775,21,2,1
44,57487,24,0,0
30,32943,13,0,0
62,123167,9,2,1
50,122342,9,2,1
23,81457,7,2,0
41,145111,13,1,1
36,38836,37,2,1
33,121150,31,2,1
57,126368,31,2,1
45,31394,2,2,0
50,92158,19,0,1
58,144696,12,2,1
30,144660,22,2,1
60,130599,18,1,1
62,45280,15,1,1
42,144221,35,0,1
59,138150,34,2,1
53,97318,6,2,1
44,21159,36,2,1
55,90162,7,1,0
24,43440,24,0,0
22,122026,22,1,0
60,97166,9,2,1
62,72712,29,1,1
48,149712,32,2,1
40,129578,10,2,1
59,140805,34,2,1
27,67656,26,0,0
49,26589,2,1,0
60,68241,7,2,0
47,144595,12,2,1
56,43233,2,0,0
48,55011,19,0,0
35,28177,34,2,1
53,149883,12,2,1
19,54528,19,2,0
31,134506,23,2,1
30,123746,8,0,0
46,81351,29,1,1
29,111908,24,0,0
56,76831,15,0,0
19,71827,7,1,0
49,43508,27,2,1
30,74933,11,2,0
63,100501,23,1,1
44,88772,28,0,1
58,35611,14,2,0
34,42282,17,1,0
57,61003,6,1,0
48,101365,12,1,1
51,94216,18,2,1
41,138964,4,1,0
62,31340,25,0,1
52,116629,1,0,0
23,106643,32,1,1
36,94684,36,1,1
47,128610,24,1,1
24,140332,24,0,1
27,103035,38,2,1
58,38165,29,0,1
49,129322,3,1,0
51,110762,18,2,1
45,38260,26,2,1
32,74515,38,1,1
47,110452,23,1,1
54,129446,36,0,1
46,50480,24,0,0
39,72527,28,0,1
21,79789,30,1,0
37,71902,34,2,1
49,52191,27,0,1
53,79488,37,1,1
21,95082,3,2,0
44,56044,27,1,1
34,69600,30,1,1
29,107457,22,1,0
39,68776,13,0,0
34,122476,27,1,1
27,131487,13,1,0
18,32836,0,1,0
39,94525,31,0,1
43,72648,17,1,0
35,33740,4,1,0
31,115716,14,0,0
64,33102,15,1,0
46,100893,35,2,1
29,71334,35,1,1
53,149677,39,1,1
52,133917,29,0,1
29,50255,37,0,0
24,121630,22,0,0
46,45221,10,0,0
28,83265,24,2,1
50,20719,1,1,0
23,103442,34,1,1
64,43140,23,2,1
32,75779,12,0,0
49,21069,36,1,1
28,74714,29,2,1
40,93285,10,1,0
43,32935,22,2,0
51,123191,27,2,1
63,139362,28,1,1
51,64035,14,0,0
46,146687,2,0,0
21,116256,8,2,0
34,47937,7,0,0
52,38540,32,1,1
30,93480,33,2,1
58,68702,8,1,0
56,98283,16,1,1
32,96041,0,0,0
46,131753,39,1,1
46,97233,4,2,0
28,56907,29,2,1
49,35221,10,1,0
19,74781,27,1,0
64,27087,37,2,1
31,106998,16,0,0
37,42789,22,0,0
39,76023,17,0,0
28,53400,36,1,1
44,22199,26,1,0
20,67316,24,2,0
34,129559,4,2,0
61,107273,18,2,1
45,72062,26,2,1
46,135310,12,0,1
38,91609,6,1,0
64,36744,25,1,1
33,96095,13,0,0
54,75517,26,2,1
37,118231,7,2,0
23,68865,30,1,0
36,93937,34,2,1
22,97195,26,1,0
20,127426,3,0,0
18,33894,3,1,0
55,49160,17,0,0
32,73095,22,2,0
51,49272,31,1,1
52,74021,11,2,0
42,110048,19,2,1
41,53645,11,2,0
29,132079,7,1,0
35,41179,21,2,0
32,142479,26,1,1
61,30691,16,2,1
33,149436,31,0,1
44,148933,32,1,1
25,101646,30,0,1
63,120827,5,0,1
42,65311,38,1,1
34,115381,8,1,0
46,59038,31,1,1
25,44967,35,2,1
32,48478,15,2,0
44,75775,11,0,0
63,90624,2,1,0
24,60332,26,0,0
20,27066,26,2,0
46,59313,8,0,0
61,87857,16,0,1
41,65900,4,1,0
20,110069,25,1,0
37,110045,20,0,0
63,146861,0,2,1
32,61098,0,0,0
42,28294,34,2,1
47,131857,8,0,0
31,82580,22,0,0
24,58101,37,1,1
34,45059,3,0,0
61,116784,18,2,1
37,60626,36,0,1
53,40703,4,0,0
26,123693,27,2,1
55,81417,22,0,1
39,136536,37,0,1
19,79228,22,0,0
41,23205,17,0,0
25,54929,28,2,0
28,103384,27,2,1
30,53411,8,2,0
34,100522,38,2,1
25,31628,9,0,0
38,123655,1,2,0
35,90089,12,0,0
47,26518,37,1,1
35,58491,26,0,0
63,27946,19,0,0
64,20610,39,2,1
48,89838,9,2,0
55,54311,15,2,1
49,146419,14,1,1
28,119770,12,0,0
62,61876,37,1,1
42,100192,19,0,0
50,124540,23,0,1
55,132023,6,1,1
58,70333,22,1,1
25,149895,23,0,1
28,71298,28,1,0
39,104192,4,2,0
41,61811,34,0,1
58,90072,0,2,0
34,135407,35,1,1
29,139368,17,2,1
63,62974,5,1,0
49,39856,22,2,1
32,121946,9,1,0
33,64830,6,0,0
39,101983,7,0,0
45,65823,12,0,0
37,118863,29,0,1
50,142134,17,1,1
27,120037,13,2,0
57,94397,10,0,0
49,105814,37,1,1
50,87078,12,1,0
19,127767,32,0,1
50,87951,12,0,0
50,129287,24,1,1
58,32905,23,2,1
30,140778,28,1,1
47,41601,35,0,1
50,123691,5,0,0
30,107099,17,0,0
43,60955,27,2,1
39,92179,4,2,0
56,68435,17,2,1
19,44044,36,1,0
55,31246,6,1,0
56,22458,8,2,0
43,145945,34,2,1
63,78507,11,0,0
32,26028,39,0,0
51,123751,38,1,1
59,139247,23,2,1
61,71901,8,2,1
57,148636,11,1,1
28,120252,35,2,1
20,26306,36,0,0
23,126555,8,2,0
26,126396,38,1,1
23,47678,21,1,0
26,110444,16,2,0
56,32363,32,1,1
48,34066,23,0,0
49,83804,14,0,0
58,134433,28,0,1
29,68544,31,2,1
25,118247,32,1,1
25,20189,28,0,0
45,31752,14,1,0
37,140696,26,1,1
64,27482,33,1,1
24,36679,3,0,0
28,145428,17,1,1
37,143056,20,0,1
33,110088,7,0,0
21,20799,5,0,0
23,110917,19,2,0
39,141691,1,1,0
43,29934,21,2,0
20,77558,20,2,0
58,79223,5,2,0
59,104620,31,2,1
31,61556,5,0,0
28,29909,12,0,0
35,111467,0,1,0
29,130719,21,1,1
40,111404,23,0,1
29,63558,29,1,0
30,99382,21,1,0
42,107793,11,2,1
62,48013,25,2,1
36,123018,3,2,0
63,42875,18,2,1
53,110253,15,2,1
62,31408,11,0,0
25,55607,32,2,1
46,81684,20,2,1
49,56281,35,0,1
61,47326,8,2,0
35,33601,38,1,1
23,144594,7,0,0
35,21135,19,1,0
36,42741,9,1,0
39,31913,31,0,0
54,30101,27,0,1
49,38631,9,2,0
58,92084,7,0,0
20,122820,32,0,1
45,56870,12,2,0
27,68985,34,2,1
52,136236,28,0,1
46,47215,4,2,0
32,149309,2,2,0
50,82110,36,2,1
24,141220,5,1,0
29,122815,15,2,0
47,39215,34,1,1
38,111118,17,0,0
48,34024,10,1,0
41,96949,22,1,1
37,101855,10,1,0
54,104982,28,1,1
21,65483,26,1,0
45,126279,8,1,0
61,137740,34,0,1
37,117572,8,0,0
41,98157,17,0,0
49,30511,20,1,0
58,141898,35,2,1
53,39923,0,1,0
51,30558,26,0,0
53,117771,39,1,1
19,20526,37,0,0
32,137495,28,2,1
51,144075,39,2,1
53,21753,18,0,0
23,46248,23,0,0
56,34656,0,1,0
59,43266,35,1,1
29,84555,22,1,0
20,82995,12,2,0
62,95756,29,2,1
35,103574,36,2,1
57,98277,10,1,1
38,90377,6,0,0
32,122345,34,0,1
50,116111,10,1,1
52,85402,39,1,1
43,74176,20,0,0
25,143727,2,0,0
53,143747,29,2,1
47,61733,23,1,1
40,34418,37,2,1
59,143422,2,2,1
61,57185,36,0,1
31,61745,32,1,1
31,113417,21,0,0
19,73787,30,2,0
54,100123,11,1,1
22,72035,13,2,0
55,107804,11,2,1
62,85984,26,0,1
58,72462,12,1,1
64,57353,23,1,1
31,144785,37,1,1
56,131055,8,1,1
42,93644,7,2,0
37,139097,36,0,1
19,68302,14,1,0
56,142561,6,2,1
23,96979,23,0,0
34,42435,15,0,0
42,77728,23,0,0
45,118598,6,1,0
19,21238,27,2,0
52,100857,1,0,0
54,101610,33,0,1
22,33049,37,0,0
18,77193,2,2,0
57,55584,0,2,0
29,86634,30,1,1
53,34679,22,1,0
62,54505,19,2,1
40,71341,15,1,0
64,121069,31,2,1
48,70374,16,1,0
28,66998,17,1,0
27,96970,3,2,0
20,75701,34,0,0
31,64859,39,0,1
33,147203,35,1,1
27,53178,22,0,0
46,47575,14,0,0
27,39329,12,1,0
29,77254,13,0,0
47,123090,13,2,1
58,127373,36,2,1
18,135474,4,0,0
22,104029,21,2,0
37,107366,27,2,1
25,124139,3,0,0
60,120290,37,2,1
29,93662,28,1,1
18,127374,36,1,1
37,60068,34,1,1
45,78951,19,0,0
60,107629,34,2,1
54,133852,34,0,1
64,55171,19,0,1
54,28262,1,2,0
29,63270,17,2,0
54,40785,29,2,1
61,59469,28,0,1
45,88831,38,0,1
64,101223,21,1,1
32,143641,28,0,1
23,65643,9,2,0
61,87657,19,0,1
37,23582,15,1,0
31,132781,5,2,0
19,50280,16,1,0
26,138885,5,0,0
54,62589,21,0,1
37,124004,17,1,1
43,60000,31,1,1
46,122592,27,2,1
18,117208,9,2,0
52,21085,21,1,0
23,101427,27,2,1
54,35600,14,1,0
22,117994,28,1,1
50,79801,6,0,0
31,81739,33,1,1
29,146146,31,2,1
59,94181,1,1,0
37,137309,25,0,1
41,127114,10,2,1
60,61596,24,1,1
51,137036,18,0,1
42,90410,19,2,1
46,99303,32,0,1
56,72188,16,0,0
48,46825,29,2,1
64,30913,17,0,0
60,101751,31,0,1
40,104269,39,0,1
61,34332,3,2,0
55,74895,31,0,1
37,24432,18,1,0
40,108095,2,0,0
62,46570,37,1,1
33,125569,27,0,1
59,26103,37,1,1
25,148758,5,2,0
38,129316,39,0,1
18,142046,16,1,0
25,35900,4,2,0
46,78415,18,0,0
49,87567,34,0,1
55,82713,21,0,1
22,103169,23,2,0
64,78639,9,2,1
39,108728,1,1,0
64,105476,27,0,1
51,126823,36,1,1
18,28988,16,1,0
43,123603,5,1,0
60,145741,4,1,1
27,98488,38,1,1
47,112905,6,0,0
35,121398,31,2,1
34,22977,3,1,0
43,135650,20,2,1
25,124029,31,1,1
64,74641,17,0,1
57,21268,32,1,1
29,134465,13,1,0
44,74431,5,1,0
25,36756,10,0,0
42,40764,19,1,0
63,79912,28,0,1
21,60385,34,2,1
50,35032,15,2,0
18,115014,6,2,0
36,65702,39,0,1
48,31885,35,1,1
33,29796,30,2,0
31,124583,5,2,0
22,52863,28,1,0
58,101014,26,2,1
43,52117,1,2,0
45,40753,21,1,0
19,40325,8,0,0
23,27021,10,0,0
26,100721,15,2,0
50,144080,12,2,1
58,73096,17,0,1
42,91404,24,2,1
30,33071,32,0,0
26,140084,9,2,0
30,84649,29,2,1
48,28041,0,0,0
58,102051,32,1,1
28,129611,14,2,0
21,60058,28,2,0
51,68263,1,1,0
55,111502,10,2,1
63,124820,33,1,1
21,127645,18,1,0
55,64470,1,0,0
36,107826,19,1,1
23,116238,30,0,1
51,48223,3,0,0
35,53575,28,0,0
30,65799,29,2,1
58,134738,12,2,1
40,129704,14,1,1
36,41661,19,0,0
62,101975,33,2,1
28,56432,27,2,0
18,119047,19,1,0
41,51147,24,2,1
24,49114,26,2,0
42,26030,29,2,1
38,110051,19,2,1
32,67429,0,2,0
18,67743,34,2,1
29,115869,23,1,1
24,145756,24,0,1
32,85615,39,2,1
38,67577,11,0,0
36,114584,10,1,0
46,130436,29,1,1
42,22966,12,0,0
50,149356,24,0,1
49,133838,24,1,1
52,23728,16,2,0
61,57304,11,0,0
55,69277,10,0,0
43,124117,9,2,1
28,110330,16,0,0
52,20947,15,2,0
25,98101,19,1,0
63,101380,4,0,0
31,86130,31,2,1
27,41414,26,2,0
19,116226,3,1,0
63,102060,6,0,0
26,113005,13,2,0
20,39439,38,0,0
38,111742,23,2,1
43,78220,17,0,0
25,66785,37,0,1
19,56973,38,2,1
23,107091,39,2,1
45,93318,0,0,0
46,88196,16,0,0
43,134317,25,1,1
42,125160,21,2,1
29,26089,38,0,0
22,146270,17,0,0
51,90854,37,2,1
54,82235,27,0,1
32,112141,20,0,0
61,49400,37,1,1
53,35405,32,1,1
32,137240,29,2,1
60,72763,7,2,1
40,50209,29,2,1
23,93598,38,1,1
63,37424,8,1,0
61,126810,32,1,1
60,109523,28,0,1
62,129955,30,1,1
38,40556,2,1,0
40,113137,37,2,1
60,39330,10,1,0
33,101266,4,1,0
64,23236,30,0,1
32,89216,19,1,0
42,50312,3,2,0
53,133687,7,0,1
28,41191,34,1,0
32,129602,12,1,0
21,103457,4,1,0
38,56640,39,0,1
30,120171,18,0,0
39,82293,17,1,0
36,134124,32,2,1
51,135849,3,1,0
31,56688,17,0,0
21,91229,23,0,0
63,105802,28,0,1
44,129252,30,2,1
46,112024,27,1,1
64,44122,8,1,0
45,61224,25,0,0
52,114540,1,1,0
25,26331,5,2,0
33,107102,28,2,1
59,131411,25,1,1
53,62262,27,1,1
47,132157,6,1,0
35,127690,33,1,1
19,136214,9,1,0
30,126435,39,1,1
21,130100,21,0,0
43,106314,26,0,1
42,79592,38,0,1
47,53926,21,2,1
28,106287,18,2,0
24,139318,35,2,1
48,138201,8,2,1
61,144958,18,0,1
27,37528,1,1,0
56,20068,27,1,1
30,89253,38,1,1
48,100754,21,2,1
24,63968,5,0,0
59,110938,6,1,1
59,68623,5,2,0
53,117179,32,2,1
37,62129,13,2,0
21,143863,0,1,0
24,133996,24,0,1
18,114688,5,1,0
61,81321,27,0,1
62,31526,17,0,0
59,112452,26,1,1
64,128511,1,1,1
30,111564,39,2,1
39,46709,20,2,0
38,127535,22,1,1
39,35063,1,1,0
45,24723,15,0,0
26,24213,3,0,0
43,42797,33,2,1
26,121770,4,0,0
32,104946,33,1,1
27,108918,21,0,0
41,65217,19,0,0
59,88283,38,0,1
25,43655,12,1,0
41,115884,33,2,1
33,97990,5,0,0
43,32587,28,1,0
44,42555,32,0,1
54,48071,0,0,0
21,40239,6,1,0
41,143441,21,0,1
36,117138,31,1,1
53,69151,13,2,1
56,22203,23,0,0
27,33635,18,1,0
42,72571,26,0,1
35,21144,22,0,0
36,52699,20,0,0
53,104619,28,1,1
27,111663,0,1,0
50,149844,30,1,1
22,32213,26,2,0
64,36944,35,0,1
52,86723,26,1,1
61,88669,14,0,1
51,88947,24,0,1
50,54457,14,0,0
38,122711,39,1,1
34,55191,18,2,0
39,136057,10,2,1
54,149173,32,2,1
32,140695,22,2,1
52,92264,11,1,0
45,77924,1,2,0
24,53744,20,2,0
49,73424,13,1,0
28,108417,33,1,1
27,98337,14,0,0
26,96084,20,0,0
31,52886,22,2,0
30,119846,20,0,0
42,139550,13,1,1
19,104963,20,0,0
52,20972,11,0,0
24,119219,4,1,0
38,26621,1,2,0
35,111549,21,0,0
20,69738,5,0,0
59,77694,1,2,0
56,74777,28,0,1
58,34530,35,2,1
28,27354,6,1,0
56,66529,15,1,1
41,122895,32,2,1
63,71714,32,1,1
36,108759,13,1,0
21,144750,11,1,0
43,61232,5,1,0
55,72079,11,1,0
59,140883,30,1,1
49,32550,11,0,0
56,146319,9,0,1
62,108196,39,0,1
63,80385,26,1,1
53,84736,6,0,0
57,116565,35,2,1
54,50268,32,2,1
50,146828,26,2,1
53,132655,7,0,1
20,111876,4,1,0
26,24290,7,2,0
25,75034,39,0,1
50,50138,20,0,0
23,91982,23,1,0
58,139855,6,1,1
56,144650,18,0,1
21,33432,30,1,0
30,87058,35,1,1
19,78175,26,1,0
22,53329,28,1,0
61,89076,22,1,1
44,32328,19,0,0
49,54247,5,2,0
38,26677,11,0,0
25,81810,11,0,0
55,70357,2,0,0
25,75812,38,0,1
20,61616,34,0,0
61,81284,18,1,1
20,69741,3,2,0
39,73478,30,1,1
23,74056,37,2,1
19,111483,32,0,1
40,65534,5,0,0
61,99056,7,0,0
19,84162,27,0,0
55,64711,14,0,0
34,42805,30,0,0
52,115980,7,0,0
51,40143,5,2,0
40,95828,28,0,1
47,128380,33,0,1
25,82473,6,0,0
39,36017,39,2,1
61,83202,9,2,1
53,110859,12,0,1
22,61423,21,1,0
30,61713,20,2,0
46,107856,0,0,0
48,94310,1,2,0
64,22205,28,1,1
33,73266,10,0,0
59,32342,36,2,1
47,89563,6,1,0
33,83190,34,2,1
29,101863,29,2,1
34,41200,15,0,0
33,27188,14,0,0
29,146233,39,2,1
25,22808,19,1,0
37,33851,27,0,0
20,100890,36,2,1
33,84928,2,2,0
47,149831,28,0,1
62,35058,36,0,1
40,34620,8,2,0
45,72755,26,0,1
57,82995,31,2,1
22,116766,38,1,1
37,56681,30,0,0
57,84509,25,0,1
61,103339,39,2,1
18,87703,2,0,0
47,87680,10,1,0
38,87703,28,2,1
37,128056,26,1,1
23,62136,9,1,0
39,111380,34,1,1
35,140579,22,1,1
25,113699,5,2,0
56,108456,10,0,1
49,103086,26,1,1
50,56343,30,1,1
33,137529,29,2,1
29,38254,2,1,0
55,81273,12,1,1
51,79611,39,1,1
31,137574,20,1,1
53,134847,10,0,1
50,125547,2,1,0
40,80002,37,2,1
62,105683,30,0,1
19,32926,23,2,0
58,119359,11,0,1
38,84264,26,0,1
19,135021,20,1,0
44,138284,24,1,1
26,109527,29,2,1
18,127387,29,0,1
28,47563,9,0,0
20,50688,2,1,0
40,114559,12,0,0
43,54130,26,1,1
21,20925,17,1,0
35,140207,23,2,1
23,71595,13,1,0
52,36321,38,1,1
39,30769,3,0,0
60,56748,15,2,1
32,60028,9,2,0
39,36151,36,2,1
54,96133,26,1,1
59,54187,0,2,0
29,63835,4,1,0
64,20059,12,1,0
59,120828,2,1,1
55,105717,16,1,1
35,47235,18,2,0
62,114208,36,2,1
52,87114,4,0,0
47,65366,23,2,1
41,149191,32,0,1
59,132831,20,2,1
47,141889,2,2,1
31,145985,3,2,0
23,101583,31,1,1
20,52160,23,2,0
33,119011,34,2,1
24,110085,17,0,0
31,25277,2,2,0
26,21780,38,1,0
32,66579,25,2,1
38,137101,23,0,1
52,148339,0,2,1
19,131449,33,2,1
44,80750,11,0,0
19,76902,16,2,0
52,100198,20,0,1
35,136849,20,0,1
31,117052,2,1,0
37,147894,27,1,1
35,52161,24,0,0
27,64499,5,1,0
42,51886,29,1,1
19,28800,31,0,0
42,69460,21,2,1
50,149424,37,2,1
53,90975,13,2,1
48,89843,33,1,1
31,22364,25,1,0
18,36568,39,2,1
63,58092,12,0,0
33,91019,29,0,1
63,82679,18,0,1
20,85781,38,1,1
52,28430,2,2,0
58,93719,30,0,1
23,58692,11,2,0
42,50086,14,2,0
30,69671,37,1,1
51,118262,39,0,1
25,33901,13,1,0
38,23907,34,2,1
51,118580,15,2,1
21,48604,23,2,0
42,57869,16,0,0
32,34537,17,0,0
21,32501,16,0,0
62,143485,15,2,1
29,139261,20,2,1
49,57371,23,0,0
49,134639,33,2,1
45,131690,35,2,1
30,56821,26,2,0
48,108732,38,0,1
31,145592,16,1,1
37,26073,24,1,0
35,134829,37,1,1
46,81005,20,0,0
23,96097,3,2,0
49,38101,24,1,0
46,131052,29,1,1
60,51426,32,0,1
19,114877,38,2,1
40,27313,25,2,0
36,50773,24,0,0
48,48003,15,1,0
22,79668,23,2,0
36,111956,4,2,0
51,91250,38,1,1
27,135087,12,0,0
42,139451,29,1,1
19,112675,6,2,0
28,111634,16,0,0
48,62294,26,1,1
32,33582,34,1,0
26,129119,4,0,0
40,33760,4,2,0
36,91791,23,0,0
26,102158,6,0,0
52,55983,6,2,0
38,60309,13,1,0
26,49715,14,0,0
45,56415,4,0,0
63,107328,36,1,1
24,128112,3,2,0
33,108260,29,1,1
33,71581,19,1,0
50,23652,25,0,0
21,46297,8,0,0
21,117958,29,2,1
56,34028,21,0,0
57,33803,39,1,1
